label,study_and_condition
0, everolimus recurrent digestive system neuroendocrine tumor gone diagnosis child pugh equal less six points better liver status
0, cyclophosphamide multiple myeloma plasma cell neoplasm diagnosis myeloproliferative disease
0, capecitabine a woman child bearing potential is any female regardless sexual orientation having undergone tubal ligation remaining celibate by choice who meets following criteria
0, immunoglobulins stage grade three follicular lymphoma diagnosis men must agree use latex condom during sexual contact fcbp even if they have had successful vasectomy
0, lenalidomide multiple myeloma diagnosis patient has life expectancy greater six months
0, carboxymethylcellulose sodium newly diagnosed pediatric high grade glioma diagnosis all patients must sign an irb approved informed consent document
1, temozolomide gliosarcoma diagnosis patients on phase one portion may not have had more three prior regimens
0, bevacizumab stage verrucous carcinoma oral cavity diagnosis platelet count greater seventy five zero mm three
1, iodine thyroid cancer diagnosis unstable angina
0, paclitaxel esophagus cancer diagnosis able perform activities daily living minimal assistance
1, alemtuzumab contiguous stage ii grade one follicular lymphoma diagnosis positive cross match exists between donor recipient
1, clinical observation extracranial multiple meningioma hemangiopericytoma
0, carboplatin endometrial clear cell adenocarcinoma diagnosis major conduction abnormality unless cardiac pacemaker is present
1, compliance monitoring ovarian endometrioid adenocarcinoma diagnosis patients gog performance grade three four
0, vincristine cns brain cancer diagnosis men women reproductive potential must agree use an acceptable method birth control during treatment six months after completion treatment
1, bortezomib recurrent adult grade iii lymphomatoid granulomatosis diagnosis patient has an absolute neutrophil count anc less doc ten nine within fourteen days before enrollment
0, albumin bound paclitaxel bladder cancer diagnosis ast alt less doc upper limit normal alkaline phosphatase less doc upper limit normal bilirubin less doc mg dl
0, cadexomer iodine recurrent adult diffuse small cleaved cell lymphoma diagnosis patients must have an expected survival greater sixty days must be free major infection
0, taxane breast cancer diagnosis placement intrauterine device system
0, liposomal doxorubicin peripheral primitive neuroectodermal tumor soft tissues diagnosis all patients their parents legal guardians must sign written informed consent
0, radiation therapy histologically confirmed invasive unilateral breast cancer that is considered operable
0, ascorbic acid desmoplastic small round cell tumor diagnosis eighteen years older at time entry on study
1, bevacizumab metastatic colorectal cancer diagnosis use full dose oral parenteral anticoagulants at least ten days before start treatment thrombolytic agents
0, topotecan lung cancer diagnosis cns metastases treated whole brain radiotherapy wbrt allowed after completion wbrt
1, mechlorethamine recurrent plasma cell myeloma diagnosis known allergy filgrastim csf
1, sirolimus composed mostly sarcomatoid carcinoma
0, mycophenolic acid recurrent adult lymphoblastic lymphoma diagnosis good performance status
0, educational intervention psychosocial effects cancer its treatment diagnosis alkaline phosphatase less doc times uln
0, sirolimus pancreatic cancer diagnosis is age patient greater eighteen years
1, melphalan burkitt lymphoma diagnosis adult
1, cabozantinib carcinoid tumor diagnosis major surgery radiation treatment less four weeks prior enrollment
0, antibodies monoclonal splenic marginal zone lymphoma diagnosis serum albumin greater equal two dl
0, levoleucovorin colorectal cancer diagnosis no other clinically significant cardiac disease
1, doxorubicin melanoma diagnosis alkaline phosphatase levels greater doc uln if no liver metastases greater five uln patients liver metastases greater ten uln patients bone metastases
1, antibodies monoclonal stage iii prostate cancer diagnosis proteinuria at screening demonstrated by
1, cyclosporins clear cell renal cell carcinoma diagnosis donor
0, cisplatin complete pathological specimens including newly diagnosed prostate cancer disease progress crpc
1, etoposide recurrent grade one follicular lymphoma diagnosis alanine aminotransferase alt aspartate aminotransferase ast greater three times upper limits normal unless determined be result primary hematologic malignancy attributed gilbert syndrome
0, abiraterone acetate prostate cancer diagnosis visceral high risk disease
1, everolimus cancer diagnosis active peptic ulcer disease inflammatory bowel disease ulcerative colitis other gastrointestinal conditions increased risk perforation
0, azacitidine metastatic melanoma diagnosis patients must have had disease progression on following their most recent treatment regimen on presentation first time metastatic disease surgical option can be entertained if this is localized relapse
0, paclitaxel cancer diagnosis male female patients childbearing potential must agree use contraception avoidance pregnancy measures during thirty days after last dose
1, tivantinib childhood solid neoplasm diagnosis patients who have an uncontrolled infection not eligible
1, cortisol succinate peripheral cell lymphoma diagnosis ggt must be less doc institutional upper limit normal grade one less per ctcae four
1, immunoglobulins stage iva squamous cell carcinoma oropharynx diagnosis john wort kava ephedra ma huang gingko biloba dehydroepiandrosterone dhea yohimbe saw palmetto ginseng fruits include cytochrome pfour hundred fifty family three subfamily cypthreea inhibitors seville oranges grapefruit pummelos exotic citrus fruits
0, cisplatin esophageal cancer diagnosis hemogram
0, albumin bound paclitaxel lung cancer diagnosis sulfinpyrazone
0, levoleucovorin colorectal cancer diagnosis folfox four oxaliplatin fluorouracil leucovorin calcium
1, fludarabine phosphate stage ii contiguous adult lymphoblastic lymphoma diagnosis donor
0, fludarabine stage ii adult non contiguous immunoblastic lymphoma diagnosis acute lymphocytic leukemia all must have less five marrow blasts at time transplant
1, dexamethasone multiple myeloma diagnosis known chronic obstructive pulmonary disease copd forced expiratory volume one second fevone less fifty predicted normal
1, placebo administration colorectal cancer diagnosis any other serious uncontrolled illness which opinion investigator makes it undesirable patient enter trial
1, paclitaxel metastatic pancreatic cancer diagnosis patient has known historical active infection hiv hepatitis hepatitis c
1, enalaprilat lymphoma diagnosis coronary artery disease
1, magnetic resonance imaging stage ib breast cancer diagnosis metastatic malignancy any kind
0, oxaliplatin colorectal cancer diagnosis no predominant extrahepatic disease
1, vinorelbine metastatic non small cell lung cancer diagnosis history allergic reactions attributed compounds similar chemical biologic composition pazopanib vinorelbine
1, doxorubicin relapsed follicular lymphoma diagnosis prior treatment cumulative dose doxorubicin more one hundred mg mtwo if assigned arm velcade cap
0, interferon alpha malignant mesothelioma diagnosis prior concurrent therapy
1, ixazomib marginal zone lymphoma diagnosis any serious medical psychiatric illness that could investigator opinion potentially interfere completion treatment according this protocol
1, dexamethasone multiple myeloma diagnosis subjects any following laboratory abnormalities
1, bupivacaine breast cancer diagnosis patients under age eighteen over age seventy nine
0, cyclophosphamide recurrent grade three follicular lymphoma diagnosis patients aml all cml scheduled reduced intensity conditioning non myeloablative conditioning should be complete morphologic remission at start conditioning residual disease by flow cytometry cytogenetics incomplete recovery neutrophil platelet count acceptable
0, maytansine wilms tumor diagnosis doc mg dl males females
1, pv rose bengal disodium hepatocellular carcinoma that is not amenable resection transplant other potentially curative diagnosis pregnancy
0, cisplatin untreated childhood medulloblastoma diagnosis fertile patients must use effective contraception
1, prednisolone hemisuccinate symptomatic peripheral neuropathy grade greater two nci ctcae v
1, fluorouracil signet ring adenocarcinoma rectum diagnosis cystic lesions
1, mycophenolate mofetil childhood non hodgkin lymphoma diagnosis donor
1, full field digital mammogram tumors breast diagnosis have been previously included this study
0, dacarbazine glioblastoma diagnosis alkaline phosphatase less two uln
0, nelfinavir mature cell nk cell neoplasms diagnosis absolute neutrophil count greater one five hundred mm³
1, vaccines recurrent brain neoplasm diagnosis active infection requiring treatment including human immunodeficiency virus hiv infection
0, docetaxel unspecified adult solid tumor protocol specific diagnosis mild intermittent asthma requiring only occasional beta agonist inhaler use mild localized eczema allowed
0, busulfan soft tissue plasmacytoma
1, lansoprazole neoplasm advanced metastatic diagnosis has lactose intolerance only part two
1, olaparib persistent toxicities greater equal ctcae grade two exception alopecia caused by previous cancer therapy
0, oxaliplatin stage iiic colon cancer diagnosis no unstable angina
1, etoposide phosphate previous radiotherapy chemotherapy head neck district tumors surgical treatment relapses admitted
0, pembrolizumab refractory hodgkin lymphoma diagnosis no laboratory aes noted on protocol defined screening laboratories greater grade one by ctcae criteria probably definitely attributed cart exceptions noted below
0, bevacizumab liver cancer diagnosis more seven days since prior minor surgical procedures fine needle aspirations core biopsies excluding placement vascular access device
0, plx sarcoma diagnosis two more lisch nodules
0, nivolumab recurrent anal canal carcinoma diagnosis absolute neutrophil count greater equal one five hundred mcl
0, doxorubicin stage ib breast cancer diagnosis absolute neutrophil count anc must be greater equal one two hundred mm three
0, vinorelbine sarcoma diagnosis embryonal spindle cell botryoid rms favorable pathology
1, blz central nervous system tumors diagnosis anticoagulation
1, trioxsalen brain tumor recurrent diagnosis pregnancy breast feeding
1, capecitabine recurrent rectal cancer diagnosis medical social psychological factors that would interfere consent follow up
0, carboplatin ovarian serous adenocarcinoma diagnosis bilirubin less equal doc uln ctcae grade one
0, busulfan unspecified adult solid tumor protocol specific diagnosis hiv negative
0, mycophenolic acid recurrent small lymphocytic lymphoma diagnosis patients hematologic malignancies treatable hct will be included
0, cytarabine myeloid sarcoma myeloid proliferations related down syndrome blastic plasmacytoid dendritic cell neoplasm
1, dexamethasone acetate multiple myeloma diagnosis no waiting required following port cath placement
1, celecoxib colorectal neoplasms diagnosis exceptions
0, vinorelbine stage iii neuroendocrine carcinoma skin diagnosis patients must have adequate liver functions
1, pembrolizumab stage ivb oropharyngeal squamous cell carcinoma diagnosis severe active co morbidity defined follows
1, internet based intervention stage iii marginal zone lymphoma diagnosis does not complete baseline assessment through hads hospital anxiety depression scale
1, cortisone acetate hormone resistant prostate cancer diagnosis patients may not have received cabazitaxel past
1, bevacizumab colorectal cancer diagnosis central nervous system metastases
1, sorafenib stage ivb squamous cell carcinoma paranasal sinus nasal cavity diagnosis subjects who have used strong cytochrome pfour hundred fifty family three subfamily polypeptide four cypthreeafour inducers phenytoin carbamazepine phenobarbital st
1, vincristine t cell all cell non hodgkin lymphoma
0, bb pituitary basophilic adenoma diagnosis doc mg dl male patients greater sixteen years
1, lenalidomide noncontiguous stage ii mantle cell lymphoma diagnosis development erythema nodosum if characterized by desquamating rash while taking thalidomide similar drugs
1, ganciclovir triphosphate primary secondary cns lymphoma hiv related lymphoma
0, lapatinib metastatic pancreatic cancer diagnosis cardiac ejection fraction within institutional range normal measured by echocardiogram muga scan
1, cediranib fallopian tube clear cell adenocarcinoma diagnosis history myocardial infarction within six twelve months patients history myocardial infarction within six months excluded from study
1, rituximab lymphoma diagnosis unstable cardiac disease despite treatment myocardial infarction within six months prior entry ii
1, antibodies monoclonal gastroesophageal junction adenocarcinoma diagnosis participant experienced any arterial thromboembolic event within six months
1, vaccines stage adult hodgkin lymphoma diagnosis post hct specific exclusions
1, blood sampling ovarian cancer diagnosis person deprived liberty
1, lovastatin neurofibromatosis one diagnosis non fluency english
0, fludarabine phosphate noncontiguous stage ii adult diffuse large cell lymphoma diagnosis patients will be accepted chronic phase accelerated phase patients who have received prior autografts after high dose therapy have undergone intensive chemotherapy filgrastim csf mobilized peripheral blood mononuclear cells pbmc autologous conventional hct advanced cml may be enrolled provided they cr cp have less five marrow blasts at time transplant
1, vidarabine recurrent adult burkitt lymphoma diagnosis donor
1, fludarabine phosphate metastatic cancer diagnosis any patient known have an left ventricular ejection fraction lvef less equal forty five percent
1, paclitaxel pancreatic neoplasms diagnosis topical ocular intra articular intranasal inhalational corticosteroids minimal systemic absorption some uses systemic corticosteroids permitted per section doc
0, niacinamide adult gliosarcoma diagnosis treatment any number prior relapses defined disease progression after initial therapy radiotherapy without chemotherapy if used initial treatment allowed phase i
1, dexamethasone acetate newly diagnosed multiple myeloma diagnosis subjects pleural effusions requiring thoracentesis ascites requiring paracentesis within fourteen days prior enrolment
0, bendamustine hydrochloride extensive stage lung cancer diagnosis adequate bone marrow liver renal function defined as
0, antibodies monoclonal stage iii squamous cell carcinoma paranasal sinus nasal cavity diagnosis cardiac arrhythmia serious ventricular arrhythmia ventricular fibrillation ventricular tachycardia greater three beats row within past twelve months
1, avelumab osteosarcoma diagnosis patients who have previously received anti pdone anti pd lone therapy
1, mycophenolic acid recurrent small lymphocytic lymphoma diagnosis liver abnormalities
0, prednisolone hemisuccinate childhood nasal type extranodal nk cell lymphoma diagnosis pulmonary function tests demonstrating fevone greater sixty predicted age
0, leucovorin stage iiib esophageal cancer diagnosis patients must not be taking current medications substances that inhibitors inducers cytochrome pfour hundred fifty family three subfamily polypeptide four cypthreeafour
1, laboratory biomarker analysis extensive stage small cell lung cancer diagnosis baseline qtcf greater four hundred fifty msec male qtcf greater four hundred seventy msec female
1, life bronchoscopy non small cell lung carcinoma diagnosis persons who pregnant nursing
1, educational dvd colonic neoplasms diagnosis patients
1, liposomal doxorubicin oligodendroglioma diagnosis multi focal metastatic disease
0, bevacizumab gliosarcoma diagnosis serum total bilirubin less doc upper limit normal uln within fourteen days prior registration
1, cyclosporine recurrent marginal zone lymphoma diagnosis positive anti donor lymphocytotoxic crossmatch
0, immunotoxins ovarian cancer diagnosis life expectancy
0, oxaliplatin stage iiib colon cancer diagnosis aspartate aminotransferase ast serum glutamic oxaloacetic transaminase sgot alanine aminotransferase alt serum glutamate pyruvate transaminase sgpt equal less three uln patients known hepatic involvement ast alt equal less five uln allowed
0, doxorubicin ovarian cancer diagnosis no new york heart association class ii iv cardiac disease
1, gefitinib non small cell lung cancer metastatic diagnosis unwillingness use contraception during women who were pregnant lactating
1, heparin colorectal cancer diagnosis which would preclude their being subject chemotherapy treatment option
0, glycine advanced cancers diagnosis absolute neutrophil count anc greater equal one zero mm three platelet count greater equal seventy five zero mm
1, preoperative hyperbaric oxygen common bile duct neoplasms diagnosis upper respiratory tract infection viral infection relative contra indications due difficulty such patients may have clearing their ears sinuses
0, pemetrexed tumors diagnosis creatinine within normal institutional limits or
0, docetaxel pancreatic cancer diagnosis no prior chemotherapy metastatic disease
0, dexamethasone multiple myeloma diagnosis absolute increase must be greater ten mg dl
0, fluorouracil adenocarcinoma rectum diagnosis no concurrent cimetidine
0, antibodies monoclonal stage ib non small cell lung carcinoma diagnosis no prior receipt systemic treatment chemotherapy targeted therapy immunotherapy lesion under consideration treatment
1, trametinib stage iv skin melanoma diagnosis clarithromycin telithromycin troleandomycin
0, fludarabine stage iv mantle cell lymphoma diagnosis unrelated donors who prospectively
0, somatostatin previous treatment lanreotide another somatostatin analogue is not required entry
1, carboplatin carcinoma non small cell lung diagnosis except alopecia
1, leucovorin currently active second malignancy other non melanoma skin cancer carcinoma situ cervix
1, leucovorin colorectal cancer metastatic diagnosis use clearance central line catheter is permitted
0, temozolomide neuroblastoma diagnosis renal
1, phosphonoacetic acid noncontiguous stage ii adult lymphoblastic lymphoma diagnosis recipient had prior polymerase chain reaction pcr positive cmv infection blood organ specific disease past twelve months
1, radiation therapy sarcoma differentiation score two diagnosis primary immunodeficiency state such severe combined immunodeficiency disease
1, vidarabine noncontiguous stage ii small lymphocytic lymphoma diagnosis diffusing capacity lung carbon monoxide dlco less forty predicted corrected hemoglobin hb alveolar ventilation
1, dexamethasone phosphate multiple myeloma diagnosis males whose sexual partners wocbp not using effective birth control
0, protein expression analysis sarcoma diagnosis prior concurrent therapy
1, carcinoembryonic antigen expressing measles virus ovarian cancer diagnosis other concurrent chemotherapy immunotherapy radiotherapy any ancillary therapy considered investigational utilized non fda approved indication context research investigation
1, dexamethasone acetate multiple myeloma diagnosis peripheral neuropathy grade three greater painful grade two
1, gemcitabine mixed mullerian tumors uterus diagnosis any other medical condition including mental illness substance abuse deemed by investigator be likely interfere patient ability sign informed consent
1, albumin bound paclitaxel stage ivb uterine corpus cancer diagnosis patient any prior chemotherapy radiotherapy pelvic malignancy
1, dexamethasone acetate basal cell carcinoma skin
1, mycophenolic acid contiguous stage ii grade one follicular lymphoma diagnosis donor
0, prednisone lymphoma diagnosis see disease characteristics no prior rituximab
0, etoposide phosphate adult burkitt lymphoma diagnosis periodic abstinence eg calendar ovulation symptothermal post ovulation methods withdrawal not acceptable methods contraception
0, etoposide phosphate recurrent adult hodgkin lymphoma diagnosis patients must have an eastern cooperative oncology group ecog performance status zero one
1, gemcitabine stage iii pancreatic cancer diagnosis patients currently receiving radiation therapy those having received radiation within four weeks entry
0, immu marginal zone lymphoma diagnosis patients capable reproduction male patients who have partners capable reproduction must agree use an effective contraceptive method during course two months following completion their last treatment
0, liposomal doxorubicin primary mediastinal cell lymphoma
0, dexamethasone phosphate multiple myeloma plasma cell neoplasm diagnosis at least three weeks since prior major surgery
1, estradiol valerate endometrial cancer diagnosis positive serum pregnancy test at baseline evaluation
0, topotecan recurrent small cell lung carcinoma diagnosis patients must have histologically cytologically confirmed sclc
1, veliparib lung carcinoma diagnosis patients who have had chemotherapy radiotherapy within four weeks six weeks nitrosoureas mitomycin prior entering those who have not recovered from adverse events due agents administered more four weeks earlier patients who have been administered abt eight hundred eighty eight part single limited dosing such phase zero should not necessarily be excluded from participating this solely because receiving prior abt eight hundred eighty eight
1, cyclosporine stage iv mantle cell lymphoma diagnosis consenting five six six six hla matched related donor available
0, sirolimus stage iva cervical cancer diagnosis patients may have had prior radiation therapy minimum twenty eight days must have elapsed between end radiotherapy registration onto exceptions may be made however low dose palliative radiotherapy patients must have recovered from any acute toxic effects from radiation prior registration
1, trastuzumab tubular breast cancer stage iii diagnosis known suspected congestive heart failure greater nyha coronary heart disease angina pectoris requiring antianginal medication previous history myocardial infarction evidence transmural infarction on ecg uncontrolled poorly controlled arterial hypertension bp greater one hundred forty ninety mm hg under treatment two antihypertensive drugs rhythm abnormalities requiring permanent treatment clinically significant valvular heart disease
1, temozolomide gliosarcoma diagnosis proteinuria at screening demonstrated by either urine protein
0, vaccines gastric cancer diagnosis ast sgot alt sgpt less equal doc institutional upper limit of
1, trastuzumab stage iib breast cancer diagnosis known positive human immunodeficiency virus hiv infectious hepatitis type b or active hepatitis
0, cortisone stage iii diffuse large cell lymphoma diagnosis be willing able provide written informed consent assent trial
0, irinotecan small cell lung carcinoma diagnosis extensive
0, gemcitabine recurrent endometrial carcinoma diagnosis an individual one up four radiosurgical target lesion must not exceed volume no greater one hundred sixty cubic centimeters cc
1, navitoclax stage iv pancreatic cancer diagnosis use other investigational drugs within twenty eight days five half lives whichever is shorter minimum fourteen days from last dose preceding first dose drug during study
0, vinorelbine patient must have histological diagnosis breast cancer metastasis
0, dasatinib patients must have tumor amenable image guided direct vision biopsy be willing able undergo tumor biopsy molecular profiling patients multiple myeloma have bone marrow aspirate obtain tumor cells biopsy must not be considered be more minimal risk patient
0, mycophenolate mofetil recurrent childhood small noncleaved cell lymphoma diagnosis age less seventy five years
1, dacarbazine patients history second malignant tumor other common skin cancers
0, irinotecan stage ivb rectal cancer diagnosis sexually active women childbearing potential sexually active males strongly advised use an accepted effective method contraception
1, cgx pancreatic adenocarcinoma diagnosis radiotherapy within two weeks first dose drug
1, mitogens neoplasm diagnosis participants taking medications known have significant risk causing qtc prolongation torsades de pointes
0, epirubicin testicular germ cell tumor diagnosis creatinine less doc mg dl creatine clearance greater sixty ml min cardiovascular
1, everolimus unspecified childhood solid tumor protocol specific diagnosis pregnant breast feeding women will not be entered on this pregnancy tests must be obtained girls who post menarchal males females reproductive potential may not participate unless they have agreed use an effective contraceptive method duration three months after last dose imc atwelve
1, oxaliplatin hepatocellular carcinoma diagnosis cns metastasis
1, mkc administration cancer specific therapy within following periods prior drug initiation
1, sirolimus recurrent adult hodgkin lymphoma diagnosis receiving corticosteroids greater twenty mg prednisone per day equivalent note
1, calcium dietary stage iva rectal cancer diagnosis prior history hypertensive crisis hypertensive encephalopathy
0, umbilical cord blood transplantation multiple myeloma plasma cell neoplasm diagnosis not specified
1, mitomycins colorectal neoplasm diagnosis bleeding diathesis coagulopathy
0, lapatinib metastatic breast cancer diagnosis patients will have baseline ct chest abdomen pelvis within thirty days registration
1, dabrafenib subjects small less equal one cm longest dimension asymptomatic brain metastases that not need immediate local therapy can be enrolled
0, laboratory biomarker analysis stage iv small lymphocytic lymphoma diagnosis fertile patients must use effective double barrier contraception one week before during at least two weeks after participation
0, methylprednisolone hemisuccinate multiple myeloma diagnosis major criterion three plus minor criterion one three
1, morphine minor procedures dental work skin biopsy tumor biopsies biliary stent placement allowed
0, pertuzumab thirty invasive tumor cells showing strong complete circumferential membrane staining score three positive
0, immunoglobulins supratentorial meningioma diagnosis serum creatinine equal less doc institutional uln
1, placebo neoplasms diagnosis history thyroid surgery
1, paclitaxel stage iiib breast cancer diagnosis biologic therapy equal less fourteen days prior registration
0, nivolumab adult solid neoplasm diagnosis skin lesion selected non completely biopsied target lesion that can be accurately measured recorded by color photography ruler document size target lesion s
0, cisplatin ovarian mucinous cystadenocarcinoma diagnosis patients this trial may receive ovarian estrogen positive
1, antibodies monoclonal stage iv squamous cell carcinoma hypopharynx diagnosis patient has history cardiac dysfunction including any following
0, antibodies monoclonal adult gliosarcoma diagnosis patients must be maintained on stable corticosteroid regimen from time their baseline scan until start treatment at least five days before starting treatment
0, nivolumab stage iv skin cancer diagnosis albumin greater equal doc dl
0, liposomal doxorubicin any tumor size age
1, paclitaxel stage iii squamous cell carcinoma oropharynx diagnosis patient is enrolled another investigational trial
0, paclitaxel ovarian mucinous cystadenocarcinoma diagnosis patients following histologic epithelial cell types eligible
0, laboratory biomarker analysis recurrent esthesioneuroblastoma paranasal sinus nasal cavity diagnosis performance status
1, antibodies stage iiia primary peritoneal cancer diagnosis note
1, liposomal doxorubicin optic glioma diagnosis inability undergo mri due personal medical reasons
1, prednisone castration resistant prostate cancer diagnosis corrected qt interval qtc greater five hundred ms last four weeks
0, bortezomib stage iii grade three follicular lymphoma diagnosis fertile patients must use effective contraception
0, niacinamide stage renal cell cancer diagnosis patients must have an absolute baseline left ventricular ejection fraction lvef greater equal fifty by multigated acquisition muga scan within four weeks prior randomization
0, cetuximab colorectal cancer diagnosis platelet count greater seventy five zero μl
1, antibodies monoclonal stage ivb colorectal cancer diagnosis any other significant vascular disease aortic aneurysm aortic dissection carotid stenosis that requires medical surgical intervention including angioplasty stenting
0, sorafenib advanced cancer diagnosis men women reproductive potential may not participate this unless they have agreed use an effective contraceptive method while on study
1, exemestane human epidermal growth factor two negative carcinoma breast diagnosis if clinically indicated pulmonary function tests including measures predicted lung volumes dlco otwo saturation at rest on room air should be considered exclude restrictive pulmonary disease pneumonitis pulmonary infiltrates
1, gemcitabine pancreatic cancer diagnosis hiv infection confirmed judged increase subject risk due pharmacologic activity vatalanib
0, niacinamide recurrent gallbladder carcinoma diagnosis no prior treatment any antiangiogenic agent any egfr inhibitors any reason
1, ifosfamide plexiform fibrohistiocytic tumor diagnosis cypthreeafour inducers
0, nilutamide prostate cancer diagnosis no concurrent homeopathic therapy pc spes genistein
0, trioxsalen stage ii esophageal squamous cell carcinoma diagnosis hbgreater eightyg absolute neutrophil count greater doc one hundred nine pltgreater ninety one hundred nine alt astless doc crless doc n
1, pemetrexed cancer head neck diagnosis any investigational drug dose within twenty eight days planned start trial
0, etoposide stage iii adult diffuse large cell lymphoma diagnosis will be permitted
1, dexamethasone acetate multiple myeloma diagnosis prior carfilzomib treatment
0, azacitidine stage iv small lymphocytic lymphoma diagnosis patients previously untreated aml who refuse induction chemotherapy allowed
1, covidien radial reload stapler tri staple technology rectal cancer diagnosis participant is unable unwilling comply requirements follow up schedule
1, temozolomide glioblastoma diagnosis patients must not have elevated liver transaminase levels
1, dexamethasone phosphate genital neoplasms female urogenital neoplasms diagnosis current pregnancy lactation childbearing potential without adequate method contraception
0, sorafenib renal pelvis cancer diagnosis non measurable disease
0, lenalidomide original diagnosis myeloma patients must have met following criteria at one point their disease course
1, dactinomycin gestational trophoblastic neoplasms diagnosis who risk score greater six
0, interferon gamma colorectal cancer diagnosis age
1, mesna precursor cell lymphoblastic leukemia lymphoma diagnosis received any other investigational agent cytotoxic chemotherapy within preceding two weeks
0, thiotepa non hodgkin lymphoma diagnosis brain biopsy
0, trabectedin carcinosarcoma ovarian diagnosis written informed consent
0, leucovorin stage iva rectal cancer diagnosis if patient has previously received murine chimeric antibody then serum anti antibody testing must be negative
0, bevacizumab adult hepatocellular carcinoma diagnosis radiation therapy adjuvant palliative must be completed greater equal four weeks prior registration if applicable
1, romidepsin small intestine lymphoma diagnosis co morbid systemic illnesses other severe concurrent disease which judgment investigator would make patient inappropriate entry into this interfere significantly proper assessment safety toxicity prescribed regimens
1, peginterferon alfa b metastatic melanoma diagnosis creatinine clearance less seventy ml min
1, temozolomide glioma diagnosis receiving concurrent chemotherapeutics investigational agents within thirty days baseline assessments including gliadel wafers gliasite application
1, fludarabine stage iv adult hodgkin lymphoma diagnosis age greater seventy five years
0, camptothecin lung cancer diagnosis no myocardial infarction within past year
1, vaccines rectal cancer diagnosis concurrent treatment steroids immunosuppressing agent
0, rituximab indolent lymphoma including grades one threea follicular small lymphocytic lymphoplasmacytic marginal zone lymphoma stages iii iv bulky disease stage ii
0, rituximab mantle cell lymphoma diagnosis voluntary consent before performance any related procedure
1, antibodies monoclonal stage iv non small cell lung cancer diagnosis patient has active cardiac disease history cardiac dysfunction including any following
0, cyclosporins recurrent adult burkitt lymphoma diagnosis must have failed two courses therapy
1, sunitinib stage renal cell cancer diagnosis human immunodeficiency virus hiv positive patients on combination antiretroviral therapy ineligible appropriate studies will be undertaken patients receiving combination antiretroviral therapy when indicated
1, pancreatin pancreatic cancer diagnosis patients cannot administration drug due severe postoperative morbidities
0, cetuximab stage iv squamous cell carcinoma paranasal sinus nasal cavity diagnosis karnofsky sixty one hundred
0, sirolimus malignant pancreatic somatostatinoma diagnosis triglycerides equal less doc uln mg dl mmol patients triglyceride levels greater doc uln can be started on lipid lowering agents reevaluated within one week if levels go equal less doc uln they can be considered trial continue lipid lowering agents note
1, camptothecin ewing sarcoma diagnosis active infection unexplained fever
1, succinylcholine recurrent non small cell lung carcinoma diagnosis patients must not have any other condition including mental illness substance abuse deemed by investigator be likely interfere patient ability sign informed consent cooperate participate interferes interpretation results
1, leucovorin stage ivb colon cancer diagnosis current grade three higher neuropathy
0, immunoconjugates refractory plasma cell myeloma diagnosis patient must not have hypokalemia value less institutional lower limit normal
0, fludarabine phosphate stage iv skin melanoma diagnosis patients must have magnetic resonance imaging mri computed tomography ct positron emission tomography pet brain within two months before consenting if known history brain metastasis if clinically indicated if new lesions present principal investigator pi designee should make final determination regarding enrollment
1, lenalidomide stage iva oropharyngeal squamous cell carcinoma diagnosis patients may not be receiving any other investigational agents
0, palbociclib advanced breast cancer diagnosis d
1, vidarabine stage iv childhood lymphoblastic lymphoma diagnosis patients chronic myelomonocytic leukemia cmml
1, paclitaxel cervical adenosquamous carcinoma diagnosis patients significant peripheral vascular disease
0, cilengitide recurrent childhood brain tumor diagnosis at least six six weeks from prior radiation therapy entry greater three three months from prior craniospinal irradiation greater twenty four gy total body irradiation entry greater two two weeks from local palliative irradiation entry
1, laboratory biomarker analysis mantle cell lymphoma diagnosis major surgery other diagnostic surgery equal less four weeks prior registration
1, dacarbazine adult glioblastoma diagnosis patients who known be human immunodeficiency virus hiv positive receiving combination antiretroviral therapy ineligible
1, isophosphamide mustard adult supratentorial primitive neuroectodermal tumor pnet diagnosis patients who require irradiation more five disease sites excluded
1, levoleucovorin stage iiib gastric cancer diagnosis any following because this involves an agent where genotoxic mutagenic teratogenic effects unknown
0, psychosocial assessment care psychosocial effects cancer its treatment diagnosis brushing teeth eating up one hour prior saliva collection
1, mycophenolic acid stage ii non contiguous mantle cell lymphoma diagnosis presence circulating leukemic blasts peripheral blood detected by standard pathology patients aml mds all cml
0, liposomal doxorubicin aids related primary effusion lymphoma diagnosis participants who untreated who received maximum one one cycle combination chemotherapy including rituximab containing regimens prior eligible start previous chemotherapy cycle must occur at least one days prior beginning treatment under this protocol such cycle will count towards total maximum six cycles under this study
1, albumin bound paclitaxel ovarian cancer diagnosis subjects active infection that requires parenteral antibiotics
1, cisplatin esophageal cancer diagnosis due embryotoxic effects chemotherapy pregnant lactating women men unable unwilling practice contraception excluded
1, panobinostat non small cell lung carcinoma adenocarcinoma diagnosis human immunodeficiency virus hiv active hepatitis hcv virus
1, cisplatin stage iii hypopharyngeal squamous cell carcinoma diagnosis concurrent use all herbal supplements is prohibited during including but not limited st
0, anastrozole ovarian cancer diagnosis ecog performance status less equal one
0, liposomal doxorubicin karnofsky performance scoregreater seventy barcelona cancer liver category stage c
1, vertical mattress suture squamous cell carcinoma diagnosis incarceration
0, phenylbutyric acid brain tumor diagnosis evaluable lesions must not have had any radiotherapy within eight weeks radiosurgery within four months start this protocol
